gvkey,iid,gvkeyx,from,thru
238728,01W,150021,2011-03-21,2013-12-20
238729,01W,150021,2011-03-21,2022-07-26
238730,01W,150021,2011-03-21,2021-12-19
238731,01W,150021,2001-05-31,2001-11-26
238731,01W,150021,2011-06-20,2022-09-01
238732,01W,150021,2011-03-21,2011-11-23
238733,01W,150021,2011-03-21,2017-12-12
238736,01W,150021,2011-03-21,2011-11-23
238736,01W,150021,2017-09-18,2022-09-18
238739,01W,150021,2011-03-21,2012-11-01
238743,01W,150021,2002-12-23,2011-11-23
238743,01W,150021,2012-09-17,2015-09-18
238747,01W,150021,2011-09-19,2015-09-18
238747,01W,150021,2022-09-19,2023-09-17
238749,01W,150021,2002-04-03,2010-09-17
238754,01W,150021,2002-04-03,2022-09-18
238758,01W,150021,2011-03-21,2012-06-21
238761,01W,150021,2017-12-18,2022-12-18
238762,01W,150021,2001-11-27,2004-12-31
238762,01W,150021,2005-12-19,2007-10-17
238778,01W,150021,2002-12-23,2015-09-18
238778,01W,150021,2022-03-21,2024-02-27
238778,01W,150021,2019-09-23,2020-09-20
238780,01W,150021,2011-03-21,2022-09-18
238783,01W,150021,2011-03-21,2013-08-23
238816,01W,150021,2005-01-03,2021-09-19
238817,01W,150021,2011-03-21,2022-02-01
238817,01W,150021,2022-12-19,2023-09-17
238842,01W,150007,2001-06-18,2004-01-16
238843,01W,150021,2011-03-21,2014-10-30
238896,01W,150021,2009-06-22,2011-03-18
238896,01W,150021,2011-09-19,2016-09-16
238896,01W,150021,2017-09-18,2019-03-18
238917,01W,150072,2002-01-07,2010-11-04
238976,01W,150007,2001-06-18,2006-10-25
238996,01W,150098,2001-11-06,2003-03-07
238996,01W,150098,2003-11-10,2004-05-07
238996,01W,150098,2007-12-24,2008-09-19
238996,01W,150098,2008-12-22,2009-06-19
239037,01W,150280,2008-05-06,2012-07-03
239038,01W,115114,2001-09-11,2022-04-03
239040,01W,115114,2001-09-11,2010-02-22
239056,01W,150067,2002-01-25,2004-03-01
239056,01W,150067,2009-03-23,2011-03-18
239116,01W,150061,2000-10-23,2018-10-30
239116,01W,150061,2018-11-08,
239196,01W,150007,2001-06-18,2002-10-14
239199,01W,150007,2001-06-18,2003-10-08
239203,01W,150061,2000-10-23,2001-05-25
239217,02W,150021,1999-10-27,2001-02-16
239256,01W,150343,2000-08-17,2008-12-19
239257,01W,150343,2000-08-17,2003-04-01
239258,01W,150354,2000-08-17,2008-03-25
239258,01W,150354,2014-03-24,2016-03-18
239259,01W,150343,2000-08-17,2003-03-25
239259,01W,150343,2003-10-27,2010-09-17
239280,01W,150022,2004-10-19,
239296,01W,150280,2001-11-28,2002-10-25
239296,01W,150280,2003-10-01,2011-09-23
239299,01W,150007,2001-06-18,2004-02-04
239316,01W,150061,2001-08-13,2018-05-01
239356,01W,150034,2001-06-18,
239356,01W,151232,2000-10-18,2003-06-30
239356,01W,151232,2004-01-02,2007-01-01
239356,01W,150378,2000-12-31,2006-03-17
239356,01W,150376,2000-09-18,2006-03-17
239398,01W,150339,2019-09-10,2020-12-03
239405,01W,115114,2000-08-25,2006-11-01
239416,01W,150376,2021-03-22,2023-12-17
239416,01W,150267,2021-03-31,
239416,01W,150267,2015-06-19,2016-06-17
239417,01W,150354,2001-01-02,2004-07-23
239417,01W,150354,2005-01-03,2005-06-30
239417,01W,150354,2006-01-03,2007-06-29
239417,01W,150354,2020-03-23,2022-03-20
239420,01W,150022,2001-01-15,2016-06-02
239426,01W,150022,2006-10-02,
239427,01W,150354,2005-01-03,2006-10-27
239496,01W,150192,2003-10-01,
239496,01W,150194,2000-08-29,2024-07-08
239497,01W,150194,2000-08-29,2005-05-25
239498,01W,150192,2007-08-01,
239498,01W,150194,2000-08-15,2025-04-08
239579,01W,150270,2016-06-20,
239579,01W,150270,2002-11-01,2003-02-03
239579,01W,150270,2007-01-30,2012-07-11
239579,01W,150270,2012-12-28,2013-07-01
239579,01W,150270,2014-06-23,2015-12-18
239580,01W,150098,2002-03-21,
239582,01W,150270,2002-11-01,
239586,01W,151210,2015-09-21,
239598,01W,150098,2001-05-03,2007-03-28
239599,01W,150098,2001-11-06,2008-12-19
239599,01W,150098,2009-06-22,2011-05-29
239599,01W,150098,2011-12-15,2021-05-10
239603,01W,150098,2005-11-28,2020-08-27
239603,01W,150098,2024-06-26,
239605,01W,150376,2004-03-22,2006-03-17
239620,01W,150376,2016-12-19,2023-09-26
239620,01W,150340,2019-06-25,2021-12-16
239624,01W,150022,2006-10-02,
239625,01W,150280,2001-11-28,2004-07-06
239625,01W,150376,2000-09-18,2001-03-16
239626,01W,160134,2001-02-19,2002-08-30
239626,01W,150022,2001-01-15,
239636,01W,150098,2002-05-08,2002-11-04
239650,01W,150270,2002-11-01,
239717,01W,150378,2003-05-27,2003-06-22
239717,01W,150070,2008-09-22,2017-11-08
239717,01W,150376,2000-09-18,2001-06-15
239717,01W,150376,2002-07-01,2002-09-22
239717,01W,150376,2003-05-27,2017-06-19
239717,01W,150280,2001-11-28,2017-11-08
239759,01W,150007,2001-06-18,2002-05-06
239764,02W,150376,2022-06-09,
239856,01W,150355,2002-01-31,
239858,01W,150355,2001-06-15,
239859,01W,150033,2002-01-31,2009-07-03
239916,01W,150267,2001-03-01,2001-12-20
239916,01W,150267,2003-12-29,2004-06-18
239916,01W,150267,2004-12-20,2005-06-23
239962,01W,150376,2021-09-20,
240136,01W,150355,2002-01-31,
240137,01W,150355,2004-06-12,2009-06-12
240139,01W,150033,2002-01-31,2009-07-03
240228,01W,150944,2009-03-23,2009-09-29
240228,01W,150944,2013-04-27,
240457,01W,150007,2004-04-14,
240457,01W,150378,2006-03-20,2011-03-18
240457,01W,150356,2004-12-20,2013-03-15
240457,01W,153432,2006-07-24,2013-03-17
240457,01W,150376,2006-03-20,2011-03-18
240478,01W,150194,2000-09-08,2007-03-26
240479,01W,150007,2001-06-18,2009-07-29
240516,01W,150021,2011-03-21,2013-06-05
240519,01W,150944,2002-08-01,
240537,01W,150343,2000-09-27,2001-12-31
240556,01W,150077,2000-07-27,2022-04-03
240557,01W,150077,2000-08-10,2022-04-03
240576,01W,150077,2000-07-07,2022-04-03
240578,01W,150077,2000-08-10,2020-02-26
240579,01W,150077,2000-07-01,2003-02-28
240579,01W,150194,2003-03-03,2025-04-08
240579,01W,160136,2003-03-03,
240580,01W,150077,2000-08-10,2001-08-31
240580,01W,150194,2001-09-03,2020-04-05
240597,01W,150007,2001-09-20,2016-03-25
240599,01W,150280,2001-11-28,
240600,01W,150007,2001-06-18,
240601,01W,150007,2001-06-18,
240602,01W,150021,2005-01-03,2006-12-15
240602,01W,150021,2011-03-21,2015-07-22
240606,01W,150021,2011-03-21,2011-11-23
240617,01W,150376,2000-12-18,2001-06-15
240636,01W,150376,2018-03-19,2024-01-15
240637,01W,150051,2006-09-11,
240640,01W,150072,2001-06-18,2009-06-19
240640,01W,150072,2009-12-21,2011-10-12
240640,01W,150072,2014-11-19,
240641,01W,150378,2002-10-28,2003-09-19
240641,01W,150152,2002-03-04,2011-12-27
240641,01W,150376,2002-09-23,2003-09-21
240656,01W,150072,2003-04-25,2008-02-28
240656,01W,150072,2008-04-30,2011-10-12
240656,01W,150072,2012-01-24,
240677,01W,150021,2011-03-21,2022-08-28
240736,01W,150021,2001-05-31,2008-11-06
240736,01W,150171,2001-05-31,2007-06-15
240758,01W,150007,2001-06-18,2012-10-19
240758,01W,150356,2001-12-27,2004-09-17
240859,01W,150007,2001-06-18,2015-07-27
240863,01W,150007,2001-06-18,2013-01-10
240864,01W,150007,2001-06-18,2010-09-05
240865,01W,150007,2001-06-18,
240866,01W,150007,2001-06-18,
240867,01W,150007,2001-06-18,2006-12-13
240868,01W,150007,2001-06-18,2010-12-23
240869,01W,150007,2001-06-18,2014-04-30
240870,01W,150007,2001-06-18,
240871,01W,150007,2001-06-18,2011-02-14
240896,01W,150007,2001-06-18,
240936,01W,150061,2001-08-13,2018-12-07
240937,01W,150194,2000-11-07,2025-04-08
240938,01W,150077,2000-10-24,2003-02-28
240938,01W,150194,2003-03-03,2006-05-12
240940,01W,150077,2000-10-24,2004-07-30
240940,01W,150194,2004-08-02,2006-08-27
240941,01W,150194,2000-11-07,2025-01-30
240943,01W,150376,2000-10-23,2002-10-21
240944,01W,150061,2001-08-13,2016-04-08
240946,01W,150007,2001-06-18,2007-06-22
240946,01W,150356,2003-03-24,2004-09-17
240947,01W,150194,2015-09-07,
240947,01W,150077,2015-05-01,2015-09-04
240948,01W,150194,2012-02-28,
240948,01W,150192,2015-10-01,
240948,01W,150069,2020-07-29,
240956,01W,150069,2005-09-21,2021-09-29
240956,01W,150194,2004-03-22,2025-04-08
241000,01W,150280,2001-11-28,2006-01-13
241001,01W,150061,2001-08-13,2004-08-20
241016,01W,150376,2003-06-23,2006-12-15
241016,02W,150376,2008-03-26,2009-03-20
241016,02W,150376,2006-12-18,2007-09-21
241016,02W,150376,2017-07-17,2018-09-23
241016,02W,150376,2024-12-23,
241016,02W,150376,2019-12-23,2020-12-20
241056,01W,150086,2000-10-30,
241057,01W,150086,2000-10-30,2006-03-30
241058,01W,150086,2000-10-30,2001-01-04
241061,01W,150086,2001-01-02,2014-01-03
241061,01W,150086,2023-12-29,2024-11-06
241061,01W,150086,2024-11-11,2024-11-13
241061,01W,150086,2024-11-18,
241139,01W,150022,2002-03-01,2007-04-18
241159,01W,150072,2001-06-18,2007-12-28
241159,01W,150072,2008-03-31,2009-03-30
241159,01W,150072,2009-06-22,2010-01-20
241159,01W,150072,2010-11-30,2011-01-31
241159,01W,150072,2011-04-13,
241161,01W,150034,2001-06-18,
241161,01W,151232,2001-04-23,2022-12-19
241161,01W,150378,2000-12-31,2001-12-21
241161,01W,150378,2003-12-22,2011-12-16
241161,01W,150376,2000-12-18,2001-12-23
241161,01W,150376,2003-12-22,2011-12-16
241161,01W,150376,2014-09-22,2022-12-22
241161,01W,150378,2014-09-22,
241176,01W,150376,2011-09-29,2014-09-19
241176,01W,150378,2011-09-29,2014-09-19
241216,01W,150070,2000-12-31,2017-08-22
241216,01W,150376,2000-11-13,2017-05-30
241216,01W,150280,2001-11-28,2017-08-22
241216,01W,150377,2016-09-19,2017-08-22
241236,01W,150376,2002-06-24,2005-03-18
241236,01W,150376,2000-11-14,2001-03-16
241256,01W,150152,2000-11-13,2000-11-13
241257,01W,150007,2001-06-18,
241276,01W,150051,2021-03-15,
241276,01W,150339,2020-12-07,2022-12-01
241280,01W,150007,2001-06-18,2012-10-19
241320,01W,150339,2018-03-05,2022-12-01
241336,01W,150340,2001-01-02,
241336,01W,150376,2000-11-17,
241356,01W,150021,2005-01-03,2005-12-16
241356,01W,150021,2008-09-22,2023-09-17
241356,01W,150021,2024-09-23,
241357,01W,150355,2002-06-18,2010-06-11
241357,01W,150355,2018-01-09,2020-06-11
241359,01W,150061,2001-08-13,2006-10-26
241359,01W,150061,2007-01-30,2007-08-19
241361,01W,150061,2001-09-03,2007-01-29
241363,01W,150061,2001-09-03,2001-10-24
241364,01W,150355,2002-01-31,2004-06-11
241368,01W,150061,2001-09-03,2001-10-24
241368,01W,150061,2001-11-19,
241372,01W,150061,2001-09-03,2021-03-21
241376,01W,150355,2002-01-31,
241378,01W,150061,2001-09-03,2013-11-21
241380,01W,150061,2001-08-13,
241386,01W,150061,2001-09-03,
241391,01W,150061,2001-08-13,2004-10-05
241393,01W,150061,2001-08-13,2008-03-28
241393,01W,150061,2009-03-20,2011-05-30
241393,01W,150061,2013-03-18,
241396,01W,150355,2002-01-31,2008-06-15
241396,01W,150355,2014-04-15,2015-06-11
241398,01W,150061,2001-08-13,2004-12-31
241399,01W,150061,2001-08-13,2004-09-20
241401,01W,150061,2001-08-13,2018-03-19
241401,01W,150061,2019-03-18,2024-03-17
241402,01W,150061,2001-08-13,2003-05-27
241403,01W,150061,2001-08-13,2003-03-31
241404,01W,150061,2001-08-13,2002-07-10
241404,01W,150061,2013-03-18,
241405,01W,150061,2001-09-03,2018-12-05
241406,01W,150061,2001-08-13,2007-01-29
241406,01W,150061,2013-03-18,2024-07-21
241411,01W,150061,2001-08-13,2003-09-08
241412,01W,150061,2001-09-03,
241419,02W,150061,2001-08-13,
241421,01W,150061,2001-09-03,2001-10-24
241456,01W,150007,2001-06-18,
241456,01W,150095,2001-03-19,
241456,01W,150378,2000-12-31,
241456,01W,150356,2001-03-19,
241456,01W,150376,2001-03-19,
241456,01W,150940,2012-02-01,
241478,01W,150007,2001-06-18,2013-03-01
241482,01W,150007,2001-06-18,
241497,01W,150007,2002-09-02,
241498,01W,150007,2001-06-18,2012-10-19
241498,01W,150356,2004-06-30,2006-06-16
241500,01W,150061,2001-08-13,2002-07-10
241500,01W,150061,2004-03-22,2006-06-01
241503,01W,150355,2004-06-12,2019-06-12
241537,01W,150067,2001-06-18,2021-09-13
241542,01W,150007,2001-06-18,2005-01-25
241559,01W,150007,2001-06-18,2009-11-11
241559,01W,150356,2001-03-19,2008-03-25
241559,01W,153256,2007-12-31,2008-03-28
241561,01W,150376,2002-09-03,2003-09-21
241561,01W,150376,2012-03-19,2020-09-20
241561,01W,150376,2021-04-06,2021-09-19
241561,01W,150376,2022-03-21,2022-09-18
241561,01W,150376,2024-03-18,
241562,01W,150376,2001-06-18,2008-03-24
241562,01W,151227,2001-08-01,2009-06-30
241581,01W,115114,1998-11-30,2022-04-03
241597,01W,150007,2001-06-18,2005-06-29
241616,01W,150194,2001-01-05,2025-04-08
241637,01W,150378,2000-12-31,
241637,01W,150152,2001-02-01,
241637,01W,150928,2006-10-27,2024-10-31
241637,01W,150940,2009-09-21,
241637,01W,150376,2001-03-19,
241637,01W,150377,2009-09-20,
241637,01W,150944,2022-03-21,
241637,01W,150928,2025-05-02,
241676,01W,150007,2001-06-18,2012-10-19
241677,01W,150021,2011-09-19,2012-06-21
241679,01W,150077,2000-11-01,2002-02-28
241679,01W,150194,2002-03-01,2024-08-06
241696,01W,115114,2001-09-11,2004-12-16
241697,01W,115114,2001-09-11,2004-03-17
241697,01W,150077,2004-04-20,2005-02-28
241697,01W,150194,2005-03-01,2025-04-08
241698,01W,115114,2000-12-07,2003-03-04
241699,01W,115114,2001-09-11,2022-04-03
241700,01W,115114,2001-09-11,2022-04-03
241701,01W,115114,2001-09-11,2012-10-01
241702,01W,115114,2001-09-11,2001-10-18
241702,01W,150077,2001-10-19,2005-03-31
241702,01W,150194,2005-04-01,2025-01-30
241703,01W,115114,2001-09-11,2022-04-03
241704,01W,115114,2000-12-07,2004-05-27
241704,01W,150194,2004-05-28,2025-04-08
241705,01W,115114,2000-12-06,2022-04-03
241706,01W,115114,2001-09-11,2007-07-30
241706,01W,150077,2007-07-31,2008-06-30
241706,01W,150194,2008-07-31,2025-04-08
241707,01W,115114,2000-12-07,2022-04-03
241708,01W,115114,2000-12-07,2022-04-03
241709,01W,115114,2000-12-07,2002-12-03
241709,01W,150194,2002-12-05,2025-04-08
241710,01W,115114,2000-12-07,2002-03-22
241710,01W,150077,2002-03-25,2004-02-28
241710,01W,150194,2004-03-01,2025-04-08
241711,01W,115114,2000-12-07,2005-06-24
241712,01W,115114,2001-09-11,2002-04-12
241712,01W,150077,2002-04-15,2022-04-03
241713,01W,115114,2000-12-07,2022-04-03
241714,01W,115114,2000-12-02,2007-01-29
241714,01W,150077,2007-01-31,2007-12-24
241714,01W,150194,2008-01-31,2016-09-02
241714,02W,150194,2017-03-23,
241715,01W,115114,2000-12-06,2008-11-27
241716,01W,115114,2000-12-06,2022-02-16
241717,01W,115114,2000-12-07,2018-02-01
241718,01W,115114,2001-09-11,2016-02-12
241719,01W,115114,2000-12-06,2004-02-11
241719,01W,150077,2004-03-11,2005-02-28
241719,01W,150194,2005-03-01,2025-04-08
241720,01W,115114,2001-09-11,2009-03-09
241721,01W,115114,2000-12-07,2022-04-03
241722,01W,115114,2000-12-07,2008-09-29
241723,01W,115114,2000-12-07,2022-04-03
241724,01W,115114,2000-12-07,2008-10-09
241725,01W,115114,2000-12-07,2003-03-24
241725,01W,150077,2003-03-25,2004-08-31
241725,01W,150194,2004-09-01,2012-11-30
241726,01W,115114,2000-12-06,2002-11-21
241726,01W,150192,2009-03-26,
241726,01W,150194,2002-11-25,2025-04-08
241727,01W,115114,2000-12-07,2002-03-26
241727,02W,115114,2002-04-03,2011-04-06
241727,02W,150194,2012-06-30,
241728,01W,115114,2001-09-11,2022-04-03
241729,01W,115114,2000-12-07,2003-02-24
241729,01W,150077,2003-02-25,2005-02-28
241729,01W,150194,2005-03-01,2024-09-23
241730,01W,115114,2000-12-02,2022-04-03
241731,01W,115114,2000-12-07,2005-02-22
241732,01W,115114,2000-12-07,2005-11-16
241734,01W,115114,2001-09-11,2008-09-01
241735,01W,115114,2000-12-07,2022-04-03
241736,01W,115114,2001-09-11,2022-04-03
241737,01W,115114,2001-09-11,2001-12-13
241737,01W,150077,2001-12-14,2004-10-29
241737,01W,150194,2004-11-01,2008-07-23
241737,01W,160136,2004-11-01,2008-07-23
241739,01W,115114,2000-12-06,2022-04-03
241740,01W,115114,2000-12-06,2002-02-22
241740,01W,150077,2002-02-25,2022-04-03
241741,02W,115114,2001-09-11,2008-10-30
241742,02W,115114,2001-09-11,2003-02-03
241742,02W,150077,2003-02-04,2004-02-28
241742,02W,150194,2004-03-01,2025-04-08
241743,01W,115114,2000-12-06,2022-04-03
241744,01W,115114,2000-12-05,2009-10-01
241744,01W,150194,2017-09-05,2025-01-30
241744,01W,115114,2013-07-16,2017-03-06
241745,01W,115114,2000-12-05,2006-08-28
241746,01W,115114,2001-09-11,2022-04-03
241747,01W,115114,2001-09-11,2005-02-03
241747,01W,150077,2005-03-07,2006-01-31
241747,01W,150194,2006-03-01,2025-04-08
241749,01W,115114,2001-09-11,2022-04-03
241751,01W,115114,2001-09-11,2022-04-03
241756,01W,150007,2001-06-18,2013-05-29
241759,01W,150007,2001-06-18,
241769,01W,150280,2001-11-28,2011-06-30
241771,01W,150280,2001-11-28,2003-01-24
241774,01W,150280,2001-11-28,
241774,01W,150376,2019-09-23,
241774,01W,150376,2012-09-24,2013-09-20
241779,01W,150021,2011-03-21,2020-12-21
241780,01W,150280,2001-11-28,2006-03-06
241783,01W,150007,2001-06-18,2013-04-03
241787,01W,150007,2001-09-17,2015-03-25
241788,01W,150007,2001-06-18,
241793,01W,150270,2002-11-01,2003-02-03
241794,01W,150021,2005-01-03,2005-12-16
241794,01W,150021,2011-03-21,2012-03-16
241799,01W,150007,2001-06-18,2010-12-30
241801,01W,150280,2001-11-28,2007-02-22
241802,01W,150270,2002-11-01,2006-05-03
241809,01W,150007,2001-06-18,2012-10-19
241816,01W,150007,2001-06-18,2006-10-02
241817,01W,150007,2001-06-18,2010-02-10
241821,01W,150270,2007-05-01,2014-08-08
241824,01W,150270,2002-11-01,2008-10-16
241826,01W,150007,2001-06-18,2013-12-11
241827,01W,150270,2004-12-20,2005-06-17
241827,01W,150270,2005-12-19,2007-01-29
241827,01W,150270,2007-05-01,
241829,01W,150021,2002-12-23,2023-09-17
241829,01W,150021,2024-06-24,
241832,01W,150280,2001-11-28,
241835,01W,150021,2002-09-02,2004-12-31
241835,02W,150021,2011-03-21,2013-06-24
241839,01W,150021,2011-03-21,2022-09-18
241840,01W,150007,2001-06-18,2008-07-04
241840,01W,150007,2008-12-22,2014-10-30
241841,01W,150007,2001-06-18,
241845,01W,150280,2001-11-28,
241849,01W,150280,2001-11-28,
241877,01W,151210,2006-06-04,2010-03-31
241877,01W,151210,2015-03-23,
241878,01W,150061,2001-09-03,2002-07-10
241878,01W,150061,2004-03-22,2016-03-18
241898,01W,150376,2001-03-19,2008-10-01
241899,01W,150061,2001-09-03,2007-01-29
241900,01W,150061,2001-09-03,2004-03-19
241900,01W,150061,2008-01-31,2008-03-28
241904,01W,150067,2002-01-25,
241905,01W,150061,2001-09-03,2004-03-19
241956,01W,150061,2003-04-01,2007-10-08
242079,01W,150098,2003-06-02,2003-11-11
242079,01W,150098,2005-04-11,2005-05-06
242079,01W,150098,2006-05-08,2011-05-29
242080,01W,150007,2001-06-18,2006-10-04
242084,01W,150376,2021-06-21,
242086,01W,150022,2001-01-15,
242096,01W,150077,2000-12-21,2020-03-12
242096,01W,150194,2020-03-13,2025-01-30
242143,02W,150012,2002-06-18,2003-11-21
242144,01W,150012,2005-06-06,2019-12-22
242158,01W,150007,2001-06-18,
242158,01W,150356,2006-09-18,
242158,01W,153432,2006-09-18,2020-08-20
242158,01W,150376,2011-12-19,2020-06-29
242158,01W,150378,2011-12-19,
242158,01W,150095,2018-09-24,2020-08-20
242196,01W,150194,2003-03-17,2011-06-26
242198,01W,115114,2001-09-11,2008-03-17
242199,01W,115114,2013-07-16,2022-04-03
242200,01W,115114,2001-09-11,2016-05-06
242200,01W,150194,2016-05-10,
242202,01W,150194,2001-08-28,2008-10-28
242204,01W,150077,2002-05-28,2003-08-29
242204,01W,150194,2003-09-01,2022-07-26
242208,01W,150194,2005-09-21,2025-04-08
242210,01W,115114,2013-07-16,2020-10-18
242210,01W,150194,2020-10-19,
242211,01W,150077,2004-05-07,2014-12-18
242212,01W,150077,2006-04-28,2013-05-01
242213,01W,150077,2014-08-01,2022-04-03
242214,01W,150077,2014-08-01,2022-04-03
242216,01W,115114,2001-09-11,2022-04-03
242218,01W,150194,2002-02-18,2025-04-08
242220,01W,115114,2001-09-11,2022-04-03
242222,01W,115114,2010-11-26,2022-04-03
242223,01W,150077,2002-12-26,2003-11-03
242223,01W,150194,2003-11-04,2025-04-08
242237,01W,150098,2001-11-06,2002-05-07
242256,01W,150033,2002-01-31,2005-11-29
242279,01W,150007,2001-06-18,2014-04-30
242279,01W,150356,2004-09-20,2006-03-17
242296,02W,150012,1999-04-30,
242316,01W,160134,2008-09-22,2009-02-01
242316,01W,150022,2001-01-15,
242318,01W,150022,2001-01-15,
242320,01W,150061,2001-09-03,2007-04-30
242322,01W,150061,2001-09-03,
242326,01W,150061,2001-09-03,2004-03-19
242327,01W,150061,2001-09-03,2004-03-19
242330,01W,150061,2001-09-03,2007-01-29
242333,01W,150061,2001-09-03,2007-04-30
242333,01W,150061,2009-03-20,2010-03-19
242333,01W,150061,2015-03-23,
242334,01W,150061,2001-09-03,2007-04-30
242335,01W,150061,2001-09-03,2002-06-17
242336,01W,150061,2001-08-13,2007-01-29
242336,01W,150061,2013-03-18,2020-06-21
242337,01W,150061,2001-09-03,2002-03-14
242338,01W,150061,2001-09-03,2017-10-11
242339,01W,150343,2001-01-15,2001-12-31
242340,01W,150061,2001-09-03,2008-03-28
242341,01W,150061,2002-07-11,2007-01-29
242343,01W,150061,2001-09-03,2011-11-29
242344,01W,150022,2001-01-15,
242346,01W,150061,2001-09-03,2003-03-03
242350,01W,150061,2001-09-03,2004-09-13
242351,01W,150061,2001-09-03,2003-03-31
242352,01W,150022,2001-01-15,2008-12-15
242353,01W,150061,2001-08-13,2005-12-20
242357,01W,150061,2001-09-03,2002-08-22
242358,01W,150061,2001-08-13,2003-02-27
242362,01W,150022,2002-03-01,
242367,01W,150061,2001-09-03,2003-03-31
242369,01W,150061,2001-09-03,2003-03-31
242369,01W,150061,2012-03-19,
242370,01W,150061,2001-09-03,2001-09-21
242371,01W,150022,2001-01-15,
242372,01W,150061,2001-09-03,2007-11-21
242375,01W,150061,2001-09-03,2004-03-19
242375,01W,150061,2013-03-18,2022-03-20
242376,01W,150022,2001-01-15,2014-11-27
242377,01W,150061,2001-09-03,2014-12-19
242379,01W,150022,2001-01-15,2004-03-30
242380,01W,150061,2001-09-03,2008-03-28
